"제어번호","제목","저자","발행처","발행년도","ISBN번호","분류기호","대출횟수"
"000000514496","돈의 심리학 : 왜 부자들은 돈에 대해서 말하지 않을까?","뤼디거 달케 지음","하늘아래","2013","9788989897842","1","2"
"000001485502","돈키호테 :Don Quijote × Salvador Dali .1 ,재치 넘치는 시골 양반 라만차의 돈키호테","미겔 데 세르반테스 사아베드라 지음","문예출판사","2021","9788931022087","8","2"
"000000844265","동남아시아사 :전통 시대","최병욱 지음","산인","2015","9791195144235","9","2"
"000001096835","동물 박물관 :내 책상 위 자연사 박물관","케이티 스콧 그림","비룡소","2017","9788949151335","4","2"
"000000026940","동물원 아기들 :동물원에서 태어난 멸종 위기 동물들","앤드루 블라이먼","사이언스북스","2011","9788983712943","4","2"
"000001627716","동반식물로 가꾸는 텃밭?정원 안내서","제시카 월리서 지음","목수책방","2023","9791188806393","5","2"
"000000089574","동방불패 [DVD녹화자료] =東方不敗","정소동 감독","무비코리아","2002","","6","2"
"000001590700","동산의 샘 =The fountain of garden","제시카 윤 지음","규장","2023","9791165044046","2","2"
"000001234852","동트기 힘든 긴 밤","쯔진천 지음","한스미디어: 한즈미디어","2018","9791160073133","8","2"
"000001629667","두 번째 인류 :죽음을 뛰어넘은 디지털 클론의 시대","한스 블록","흐름출판","2023","9788965962809","1","2"
"000001414507","두렵고 황홀한 역사 :죽음의 심판, 천국과 지옥은 어떻게 만들어졌나","바트 어만 지음","갈라파고스","2020","9791187038658","2","2"
"000001549658","뒤바뀐 여름 방학 :여름 방학 버킷리스트","고상한 그림책 연구소 글","상상의집 : 루크하우스","2021","9791155684924","3","2"
"000000962733","드러내지 않기","피에르 자위 지음","위고","2017","9791186602218","1","2"
"000000707653","드러누운 밤","훌리오 꼬르따사르 지음","창비","2014","9788936464394","8","2"
"000001475567","드로잉 오답노트 :두 번 틀리지 않고 정답으로 가는 지름길","김유리 저","디지털북스","2021","9788960883710","6","2"
"000001517784","드론 바이블 :당신이 알아야 할 드론에 관한 모든 것 =Drone bible : all you need to know about drone","강왕구","플래닛미디어","2021","9791187822622","5","2"
"000001581619","들으면서 익히는 클래식 명곡 :음악평론가 최은규가 고른 불멸의 클래식 명곡들","최은규 지음","메이트북스 : 원앤원콘텐츠그룹","2022","9791160023855","6","2"
"000000722550","디자이너란 무엇인가? :사물?장소?메시지","노먼 포터 지음","작업실유령","2015","9788994207520","6","2"
"000001348754","디자이너의 생각법 :시프트 = 크리에이터를 위한 관점 전환의 기술 =The designer's thinking process : shift","이상인 지음","가나출판사 : 가나문화콘텐츠","2019","9788957364444","6","2"
"000001516545","디자인, 이렇게 하면 되나요? :한 번 배우면 평생 써먹는 디자인의 기본","오자와 하야토 지음","제이펍","2021","9791191600360","6","2"
"000000989140","디자인의 디자인","하라 켄야 [지음]","안그라픽스","2017","9788970598871","6","2"
"000001514549","땅통종주 :해남 땅끝에서 강원도 고성 통일전망대까지 1,350km","나종대 지음","한솜미디어","2021","9788959595457","6","2"
"000000991322","떠나간 자와 머무른 자","엘레나 페란테 지음","한길사","2017","9788935670314","8","2"
"000000175520","또래압력은 어떻게 세상을 치유하는가","티나 로젠버그 지음","RHK","2012","9788925547190","3","2"
"000001505712","뚜르 드 몽블랑 360 :몽블랑 둘레길 완벽해부 =Tour du Mont Blanc","백민섭 지음","신구학원신구문화사","2021","9788976682611","6","2"
"000001013959","뚜르 드 몽블랑 360 :몽블랑 둘레길 완벽해부 =Tour du Mont Blanc","백민섭 지음","신구학원신구문화사","2017","9788976682314","6","2"
"000001557041","뛰는 사람 :달리기를 멈추지 않는 생물학자 베른트 하인리히의 80년 러닝 일지","베른트 하인리히 지음","윌북","2022","9791155814826","6","2"
"000001373061","라마나 마하르쉬 저작 전집","아서 오즈본 엮음","탐구사","2020","9788989942528","2","2"
"000000239174","라마야나","R.K. 나라얀 편저","아시아","2012","9788994006543","8","2"
"000001410417","라면을 먹으면 숲이 사라져","최원형 글","책읽는곰","2020","9791158362072","5","2"
"000001503432","라면집도 디자이너가 하면 다르다","강범규 지음","바이북스","2021","9791158772338","6","2"
"000001005269","라스코 혹은 예술의 탄생 ; 마네","조르주 바타유 [지음]","워크룸 프레스","2017","9788994207780","6","2"
"000001329637","라이벌 국가들의 세계사 :돼지전쟁에서 전쟁계획 레드까지","도현신 지음","시대의창","2019","9788959407057","9","2"
"000001093562","라프 코스터의 재미이론","라프 코스터 지음, 그림","길벗","2017","9791160501315","6","2"
"000001222170","랑야방 :풍기장림 .1","하이옌 지음","마시멜로","2018","9788947543545","8","2"
"000001568803","러시아 미술사 :위대한 유토피아의 꿈 : 12세기 이콘화부터 21세기 현대 미술까지 =The story of Russian art","이진숙 지음","민음인","2007","9788960170308","6","2"
"000001629704","러시아 지정학 아틀라스","델핀 파팽 책임 저자","서해문집","2023","9791192988030","3","2"
"000001304293","레트로 오키나와 :오래된 식당에서 역사와 음식을 맛보다","남원상 지음","따비","2019","9788998439668","5","2"
"000001516876","레프리콘과 함께한 여름 :지구를 치유하는 일꾼들의 이야기","타니스 헬리웰 지음","정신세계사","2021","9788935704514","3","2"
"000000732786","로마인 이야기 .2 ,한니발 전쟁 =Res Gestae Populi Romani ⅩⅤ: Romani Mundi Finis","시오노 나나미 지음","한길사","1995","9788935610259","9","2"
"000000034753","로마인이야기 .6 ,팍스 로마나","시오노 나나미 지음","한길사","1997","9788935610853","9","2"
"000000179930","로마제국 쇠망사","에드워드 기번 원저","두리미디어","2012","9788977152700","9","2"
"000001627259","로봇 동화 :설재인의 로봇 동화 다시 쓰기","스타니스와프 렘 지음","알마","2023","9791159923777","8","2"
"000000832438","로봇 세계에서 살아남기 .2","김정욱 글","미래엔(MiraeN)","2012","9788937883804","4","2"
"000000175955","로빈슨 크루소","다니엘 디포우 원작","파우스트 칼리지","2012","9788997888054","7","2"
"000000517530","롭상 람파의 가르침","롭상 람파 지음","정신세계사","2013","9788935703654","1","2"
"000001572361","롱 게임 :미국을 대체하려는 중국의 대전략","러쉬 도시 지음","생각의힘","2022","9791190955645","3","2"
"000001329867","루거 총을 든 할머니 :브누아 필리퐁 장편소설","브누아 필리퐁 [지음]","위즈덤하우스 : 위즈덤하우스 미디어그룹","2019","9791190182591","8","2"
"000001242165","루니맘의 독박육아 일기 :육아 퇴근하고 치맥 하고 싶어","루니맘 지음","넥서스: 넥서스BOOKS","2018","9791161655086","5","2"
"000000994322","루드비히 신들의 황혼 [비디오녹화자료] .2부 =Ludwig","루키노 비스콘티 [감독]","Cine House Ent [수입/제조]","2017","","6","2"
"000000334023","루브르 가로지르기","다비드 프뤼돔 [지음]","열화당","2013","9788930104494","6","2"
"000001300052","루쉰 문학선","루쉰 지음","Xbooks(엑스북스)","2018","9791186846377","8","2"
"000001234927","류현진 =Ryu Hyunjin","최재훈 글","스튜디오다산: 다산어린이","2014","9791156391531","9","2"
"000000309179","리듬분석 : 공간, 시간, 그리고 도시의 일상생활","앙리 르페브르 지음","갈무리","2013","9788961950664","1","2"
"000001629268","리스본행 야간열차 :파스칼 메르시어 장편소설","파스칼 메르시어 지음","비채 : 김영사","2022","9788934940715","8","2"
"000000010542","리콴유 :작지만 강한 싱가포르 건설을 위해","김성진 지음","살림","2009","8952207009","0","2"
"000001349920","리하모나이즈 테크닉 50 :빛나는 작곡, 매력적인 편곡을 위한 코드진행 베리에이션 테크닉!","우메가키 루나 지음","Srmusic : SRM(에스알엠)","2019","9791189865207","6","2"
"000000181877","링컨","이명랑 글","비룡소","2012","9788949188461","9","2"
"000001383292","마녀사냥 :중세 유럽의 잔혹사 「마녀사냥」의 본질이란 무엇인가","모리시마 쓰네오 지음","AKtriviabook: 에이케이커뮤니케이션즈","2020","9791127432256","9","2"
"000000754970","마르크스 엥겔스 문학예술론","칼 마르크스","미다스북스","2015","9788966373758","6","2"
"000001314579","마시는 즐거움 :배고픈 건 참아도 목마른 건 못 참아!","마시즘 지음","인물과사상사","2019","9788959065233","3","2"
"000001400420","마우트하우젠의 사진사","살바 루비오 글","생각비행","2020","9791189576660","9","2"
"000000110008","마음 가는 대로 해라 :멋대로 살면서 최고로 성공하기 10계명","앤드류 매튜스","생각의 나무","1999","9788988045305","1","2"
"000001627516","마음설계자 :생각, 성격, 습관을 원하는 대로 바꾸는 가장 과학적인 방법","라이언 부시 지음","웅진지식하우스","2023","9788901271903","1","2"
"000001400238","마음이 아플 땐 불교심리학","잭 콘필드 지음","불광출판사","2020","9788974798123","2","2"
"000001587216","마이코스피어 :우리 옆의 보이지 않는 거대한 이웃, 곰팡이 세상 =Mycosphere","박현숙 지음","계단","2022","9788998243197","4","2"
"000000089105","마이크로 코스모스 [비디오녹화자료] =Microcosmos","Claude Nuridsany","투모루필름 [제작]","2006","","6","2"
"000000110812","마지막 강의","랜디 포시","살림","2008","9788952209245","1","2"
"000001349857","마키아벨리 :르네상스 피렌체가 낳은 이단아","김경희 [지음]","arte(아르테)","2019","9788950982003","3","2"
"000000603972","마티아스의 스케치북","마티아스 아돌프슨 지음","한스미디어","2013","9788959755844","6","2"
"000000111260","만들어진 신","리처드 도킨스 저","김영사","2008","9788934926184","2","2"
"000000604578","만리 중국사 :21일간의 이야기만화 역사기행 .15권 ,오대십국 / 송 1 : 또다시 찾아온 대분열의 시대","쑨자위 글?그림","이담 Books : 한국학술정보","2014","9788926854310","9","2"
"000000604579","만리 중국사 :21일간의 이야기만화 역사기행 .16권 ,오대십국 / 송 2 : 또다시 찾아온 대분열의 시대","쑨자위 글?그림","이담 Books : 한국학술정보","2014","9788926854327","9","2"
"000000604575","만리 중국사 :북방과 강남 문화의 만남 ,남북조","쑨자위","이담북스","2014","9788926854280","9","2"
"000000604570","만리 중국사 :중국 문화의 기틀을 다지다 ,한 1","쑨자위","이담북스","2014","9788926854235","9","2"
"000000604576","만리 중국사 :찬란한 문화,그 꽃을 피우다 ,수/당 1","쑨자위","이담북스","2014","9788926854297","9","2"
"000000604577","만리 중국사 :찬란한 문화,그 꽃을 피우다 ,수/당 2","쑨자위","이담북스","2014","9788926854303","9","2"
"000000604569","만리 중국사 :최초의 통일제국 ,진","쑨자위","이담북스","2014","9788926854228","9","2"
"000001350003","만화로 쉽게 배우는 푸리에 해석 =Fourier analysis","시부야 미치오 저자","BM성안당","2019","9788931588217","4","2"
"000001581549","말의 트렌드 :텐션과 사랑이 넘치는 요즘 말 탐구서","정유라 지음","인플루엔셜","2022","9791168340657","7","2"
"000001302189","맛있는 수 놀이","안은영 글?그림","천개의바람","2018","9791187287865","3","2"
"000001047877","망내인 :네트워크에 사로잡힌 사람들: 찬호께이 장편소설 =In the net","찬호께이 [지음]","한스미디어: 한즈미디어","2017","9791160072075","8","2"
"000001048086","매일 10분 왕기초 영문법의 기적 :영문법이 이해되고 영어패턴이 읽힌다!","키 영어학습방법 연구소 저","키출판사","2017","9788974575366","7","2"
"000001609628","매일 1장 영어 쓰기 습관 100일의 기적 ,advanced","시원스쿨 지음","시원스쿨닷컴 : 에스제이더블유인터내셔널","2023","9791161506906","7","2"
